frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
75,1.40648,-2.794701,0.70662,-0.138096,0.123604,0.91168,0.366731,-1.135336,0.194758,-0.300744,0.928767,-0.142216,-0.181722,-1.012486,-0.318997,0.356966,1.19374,-0.496712,0.2618,-0.192046,-0.825759,0.716326,-0.370193,-2.1948,-0.151211,-0.430158,-0.629794,0.301258,-2.1948,0.099299,0.0
76,1.355629,-2.795033,0.718155,-0.122284,0.11481,0.900973,0.400141,-1.046833,0.202122,-0.363553,0.760051,-0.048695,-0.239146,-0.874643,-0.359747,0.377154,1.051513,-0.447144,0.2618,-0.120625,-0.804823,0.65579,-0.353022,-2.1948,-0.177379,-0.440523,-0.615458,0.316334,-2.1948,0.104272,0.0
77,1.293873,-2.811932,0.727141,-0.106717,0.111746,0.898271,0.411381,-1.00178,0.14171,-0.359632,0.755588,0.031493,-0.2618,-0.765572,-0.453332,0.397581,0.911964,-0.320826,0.2618,-0.101022,-0.78979,0.60532,-0.340136,-2.1948,-0.179006,-0.468636,-0.587084,0.330107,-2.1948,0.092412,0.0
78,1.221667,-2.838607,0.724939,-0.08987,0.111311,0.906003,0.398362,-0.973344,0.038856,-0.297254,0.900891,-0.125654,-0.2618,-0.695236,-0.584482,0.377729,0.843955,-0.133434,0.2618,-0.148979,-0.787836,0.587892,-0.347852,-2.1948,-0.204991,-0.52235,-0.5486,0.347939,-2.1948,0.095225,0.0
79,1.166269,-2.855984,0.736601,-0.080591,0.106094,0.906127,0.401476,-0.894158,-0.008987,-0.239876,0.91637,-0.207917,-0.238325,-0.721059,-0.651216,0.295969,0.833821,0.110887,0.131947,-0.179044,-0.772667,0.590471,-0.345353,-2.1948,-0.221442,-0.577968,-0.486071,0.367247,-2.1948,0.102302,0.0
80,1.110456,-2.866065,0.753776,-0.071517,0.094315,0.892459,0.435325,-0.787141,0.005472,-0.130359,0.908185,-0.269061,-0.164972,-0.744252,-0.698383,0.084693,0.835939,0.111539,-0.048572,-0.140337,-0.752268,0.615422,-0.344447,-2.1948,-0.208717,-0.6037,-0.419853,0.374359,-2.1948,0.086776,0.0
81,1.075367,-2.885698,0.772216,-0.0743,0.100684,0.884948,0.448563,-0.747417,-0.037514,-0.064099,0.853361,-0.208714,-0.107163,-0.842683,-0.610317,0.106411,0.926399,0.053839,-0.038132,-0.125843,-0.767864,0.619763,-0.347365,-2.1948,-0.212282,-0.639141,-0.368824,0.387828,-2.1948,0.087294,0.0
82,1.045183,-2.905372,0.791174,-0.083387,0.108518,0.868965,0.475573,-0.75176,-0.053921,0.004541,0.82184,-0.085133,-0.087598,-0.946684,-0.46409,0.113431,1.021708,-0.042075,-0.048325,-0.061155,-0.780179,0.615711,-0.346859,-2.1948,-0.216122,-0.665571,-0.323385,0.397117,-2.1948,0.103575,0.0
83,1.011763,-2.929728,0.80893,-0.095889,0.121766,0.857143,0.491207,-0.798146,-0.097188,0.019493,0.811193,0.073517,-0.178434,-1.02287,-0.364118,0.030281,1.067226,-0.081757,-0.04931,-0.018143,-0.799682,0.603726,-0.341371,-2.1948,-0.210084,-0.697286,-0.298598,0.407515,-2.1948,0.099269,0.0
84,0.954906,-2.968635,0.822416,-0.101849,0.139293,0.854008,0.49081,-0.830718,-0.181073,0.010351,0.789569,0.206731,-0.261799,-1.085801,-0.322395,-0.005921,1.066467,-0.044177,0.079347,-0.011884,-0.825041,0.578518,-0.336566,-2.1948,-0.189074,-0.735007,-0.311919,0.420777,-2.1948,0.079585,0.0
85,0.888448,-3.009168,0.830131,-0.106422,0.158032,0.85148,0.488551,-0.823992,-0.284437,-0.09506,0.717356,0.260346,-0.2618,-1.1485,-0.268366,0.05031,1.051743,0.020155,0.261797,-0.009339,-0.855592,0.543307,-0.324173,-2.1948,-0.178623,-0.787443,-0.350423,0.440235,-2.1948,0.081101,0.0
86,0.870406,-3.008079,0.838172,-0.104041,0.154113,0.846085,0.499565,-0.766599,-0.257313,-0.28518,0.686627,0.131083,-0.2618,-1.057302,-0.127812,0.021988,0.986809,0.039498,0.2618,0.034865,-0.847559,0.521884,-0.312742,-2.1948,-0.150647,-0.799048,-0.381406,0.440808,-2.1948,0.087905,0.0
87,0.848392,-3.018537,0.832122,-0.101149,0.156114,0.847665,0.496851,-0.765988,-0.149813,-0.232173,0.709274,0.039873,-0.2618,-1.01832,-0.010733,0.064873,0.937457,0.080608,0.2618,0.049769,-0.824874,0.480809,-0.2998,-2.1948,-0.123869,-0.806259,-0.410465,0.448377,-2.1948,0.081171,0.0
88,0.800516,-3.039893,0.824184,-0.099091,0.159584,0.84956,0.492911,-0.763488,-0.05027,-0.143671,0.730692,0.005784,-0.2618,-1.002984,0.034082,0.107616,0.902112,0.135899,0.2618,0.057676,-0.782209,0.431233,-0.2845,-2.1948,-0.11349,-0.800323,-0.429237,0.448951,-2.1948,0.081924,0.0
89,0.772054,-3.049895,0.800066,-0.095785,0.159757,0.851003,0.491016,-0.776944,0.083909,-0.12077,0.780332,0.00972,-0.2618,-0.978831,-0.018899,-0.015034,0.927621,-0.07488,-0.065332,0.072823,-0.731952,0.379581,-0.266609,-2.1948,-0.118677,-0.778647,-0.449676,0.445639,-2.1948,0.092021,0.0
90,0.752397,-3.056247,0.771679,-0.098864,0.15678,0.851561,0.490398,-0.798346,0.236204,-0.122083,0.796572,0.060891,-0.219879,-0.994078,-0.038485,-0.04517,0.996542,-0.277287,-0.15266,0.082939,-0.675656,0.352439,-0.25054,-2.1948,-0.11896,-0.756237,-0.450997,0.441885,-2.1948,0.10569,0.0
91,0.720571,-3.065881,0.744307,-0.100514,0.153194,0.85495,0.485271,-0.809621,0.382244,-0.065333,0.796188,0.092922,-0.118909,-1.055446,-0.073228,-0.001294,1.124571,-0.414798,-0.118939,0.069746,-0.602054,0.340635,-0.241303,-2.1948,-0.123595,-0.717473,-0.45119,0.428231,-2.1948,0.110988,0.0
92,0.687026,-3.077547,0.722511,-0.103751,0.148216,0.856504,0.483393,-0.795745,0.514465,0.018253,0.76794,0.125554,-0.059318,-1.119643,-0.121897,0.016327,1.234133,-0.487358,-0.085013,0.058638,-0.513325,0.331377,-0.232312,-2.1948,-0.125195,-0.665208,-0.451471,0.411553,-2.1948,0.107913,0.0
93,0.6537,-3.093384,0.706949,-0.107486,0.142113,0.858866,0.480208,-0.781106,0.596738,0.058928,0.740451,0.194182,-0.035153,-1.168773,-0.161853,0.058059,1.301838,-0.526337,-0.032244,0.044657,-0.429319,0.326395,-0.230405,-2.1948,-0.110347,-0.605594,-0.455488,0.392116,-2.1948,0.107121,0.0
94,0.61945,-3.110919,0.694798,-0.111317,0.132146,0.862157,0.476268,-0.766355,0.637821,0.048985,0.73117,0.250525,-0.01727,-1.205345,-0.198124,0.102417,1.347729,-0.532925,0.031053,0.028314,-0.362784,0.338972,-0.228995,-2.1948,-0.102703,-0.542257,-0.452233,0.369503,-2.1948,0.113479,0.0
95,0.584698,-3.134521,0.686305,-0.117945,0.122956,0.864138,0.473536,-0.745855,0.636563,0.00315,0.738151,0.224506,-0.188031,-1.243838,-0.228756,0.151547,1.363214,-0.513145,0.087882,0.017885,-0.324387,0.359052,-0.229281,-2.1948,-0.097324,-0.485426,-0.449108,0.351754,-2.1948,0.112278,0.0
96,0.538318,-3.179043,0.688602,-0.122223,0.117389,0.878444,0.446785,-0.754766,0.593973,0.036293,0.780067,-0.002836,-0.2618,-1.270598,-0.323459,0.205272,1.30682,-0.439877,0.173391,-0.038455,-0.313008,0.376654,-0.241078,-2.1948,-0.092563,-0.427803,-0.453394,0.321859,-2.1948,0.083089,0.0
97,0.495021,-3.215313,0.687672,-0.121318,0.105828,0.896698,0.41233,-0.793933,0.527692,-0.001487,0.848012,-0.202051,-0.2618,-1.249896,-0.428766,0.226692,1.250068,-0.368999,0.239735,-0.101072,-0.312484,0.386912,-0.260654,-2.1948,-0.079817,-0.34886,-0.457141,0.283719,-2.1948,0.0418,0.0
98,0.457966,-3.236366,0.685316,-0.116922,0.091551,0.915429,0.374082,-0.840532,0.45442,-0.096779,0.929321,-0.336961,-0.2618,-1.197658,-0.523608,0.222028,1.224218,-0.29685,0.253204,-0.156095,-0.326916,0.377511,-0.2808,-2.1948,-0.050004,-0.247477,-0.45211,0.239508,-2.1948,-0.017081,0.0
99,0.420734,-3.255707,0.683882,-0.11384,0.087814,0.936028,0.321218,-0.896858,0.337321,-0.192919,1.017218,-0.405426,-0.2618,-1.179791,-0.620912,0.257595,1.223754,-0.17193,0.220853,-0.21596,-0.366699,0.331443,-0.305702,-2.1948,-0.014767,-0.138311,-0.450307,0.184617,-2.1948,-0.072908,0.0
100,0.380264,-3.270828,0.685246,-0.107916,0.074481,0.955054,0.265855,-0.908276,0.241232,-0.267394,1.082113,-0.468471,-0.2618,-1.089687,-0.69536,0.242559,1.221322,-0.034769,0.111942,-0.259033,-0.407021,0.315536,-0.328976,-2.1948,0.034352,-0.017721,-0.426749,0.130823,-2.194278,-0.123604,0.0
101,0.353489,-3.286384,0.687243,-0.114924,0.06522,0.967043,0.217639,-0.931122,0.156432,-0.333426,1.108893,-0.515939,-0.2618,-1.071978,-0.695392,0.258115,1.26481,0.013458,-0.089817,-0.278405,-0.475944,0.305083,-0.355641,-2.1948,0.078401,0.035261,-0.409823,0.11028,-2.165206,-0.17792,0.0
102,0.337917,-3.297431,0.689731,-0.133514,0.056803,0.970697,0.19156,-0.970631,0.111385,-0.379807,1.119408,-0.541703,-0.2618,-1.116891,-0.619084,0.291991,1.341405,-0.078384,-0.093389,-0.253225,-0.557492,0.295905,-0.379023,-2.19262,0.104848,0.025481,-0.420214,0.106016,-2.139569,-0.202429,0.0
103,0.324809,-3.308406,0.69067,-0.156905,0.046395,0.968731,0.186519,-1.023139,0.099136,-0.404131,1.14475,-0.571315,-0.2618,-1.214929,-0.511527,0.304141,1.416539,-0.163308,-0.122789,-0.187814,-0.644852,0.274484,-0.393816,-2.170151,0.11443,-0.020048,-0.443383,0.103048,-2.10816,-0.253052,0.0
104,0.304975,-3.315726,0.695191,-0.167112,0.034289,0.965751,0.195508,-1.017087,0.128503,-0.38683,1.149476,-0.608076,-0.2618,-1.254421,-0.404348,0.265546,1.434202,-0.213035,-0.111984,-0.11556,-0.706211,0.255647,-0.393841,-2.137642,0.159769,-0.043452,-0.467326,0.097779,-2.061946,-0.334622,0.0
105,0.295916,-3.321408,0.695034,-0.188905,0.030425,0.960998,0.199681,-1.061905,0.128807,-0.391623,1.164539,-0.624888,-0.2618,-1.364592,-0.301115,0.21643,1.441821,-0.240139,-0.101692,-0.062349,-0.76523,0.227774,-0.391844,-2.117178,0.184773,-0.057019,-0.464579,0.070218,-2.006639,-0.346444,0.0
106,0.284943,-3.323001,0.692373,-0.207004,0.027492,0.954812,0.211489,-1.094062,0.14793,-0.382686,1.185049,-0.652267,-0.2618,-1.454667,-0.200459,0.157651,1.401194,-0.239527,-0.054055,-0.003964,-0.823233,0.20535,-0.390246,-2.07985,0.187879,-0.044923,-0.451945,0.038656,-1.925891,-0.360983,0.0
107,0.27215,-3.32142,0.68768,-0.220108,0.029046,0.951905,0.211153,-1.113081,0.147385,-0.379924,1.203633,-0.677627,-0.2618,-1.525217,-0.113072,0.154919,1.325301,-0.210203,0.001015,0.016841,-0.865325,0.207215,-0.421192,-2.052569,0.192609,0.002852,-0.43983,0.017403,-1.852819,-0.356486,0.0
108,0.257385,-3.315832,0.685054,-0.225449,0.033843,0.953428,0.197492,-1.102024,0.132891,-0.37855,1.19852,-0.6807,-0.2618,-1.562142,-0.040217,0.233962,1.219166,-0.159236,0.06527,-0.003718,-0.878675,0.243923,-0.475514,-2.028174,0.180151,0.082896,-0.434276,0.018468,-1.808849,-0.374046,0.0
109,0.241854,-3.307103,0.681823,-0.228368,0.039391,0.957081,0.174046,-1.085981,0.107062,-0.390712,1.18947,-0.6807,-0.2618,-1.581442,-0.009911,0.34926,1.103112,-0.118499,0.122415,-0.055063,-0.859856,0.317635,-0.537198,-2.023072,0.152778,0.163783,-0.433869,0.035652,-1.789778,-0.379649,0.0
110,0.22215,-3.297255,0.683892,-0.220393,0.042215,0.964702,0.137821,-1.026965,0.07488,-0.414437,1.150649,-0.6807,-0.2618,-1.548687,-0.046235,0.466932,0.975206,-0.102564,0.109684,-0.141446,-0.767602,0.427507,-0.589294,-2.063989,0.151278,0.255449,-0.433089,0.05235,-1.77401,-0.392716,0.0
111,0.201605,-3.285475,0.688695,-0.213854,0.038367,0.971431,0.09548,-0.971259,0.050697,-0.465117,1.100698,-0.6807,-0.2618,-1.495474,-0.119925,0.534802,0.852401,-0.113595,0.073362,-0.215631,-0.634445,0.540379,-0.609165,-2.139323,0.119441,0.306463,-0.415768,0.054132,-1.7165,-0.445971,0.0
112,0.178966,-3.272624,0.696527,-0.208123,0.03132,0.976221,0.051931,-0.907385,0.038517,-0.529556,1.03139,-0.6807,-0.2618,-1.420648,-0.217384,0.524517,0.738562,-0.146646,0.058544,-0.234893,-0.482978,0.616235,-0.610366,-2.194776,0.091054,0.304544,-0.421816,0.016212,-1.59729,-0.487553,0.0
113,0.156933,-3.257832,0.703275,-0.206927,0.027206,0.977737,0.02172,-0.847866,0.043668,-0.580428,0.958604,-0.68069,-0.2618,-1.360073,-0.277886,0.493067,0.673384,-0.134206,0.136203,-0.168324,-0.363286,0.629281,-0.62091,-2.1948,0.085124,0.236994,-0.501927,-0.042682,-1.42794,-0.565252,0.0
114,0.143455,-3.235328,0.701556,-0.21974,0.032338,0.974962,0.010857,-0.833883,0.048724,-0.621249,0.913085,-0.666554,-0.2618,-1.368017,-0.246985,0.549486,0.69164,-0.065623,0.2618,-0.039954,-0.27703,0.620685,-0.639605,-2.1948,0.084666,0.080621,-0.650044,-0.117904,-1.230117,-0.668477,0.0
115,0.118704,-3.199627,0.705337,-0.203563,0.018897,0.978772,0.014535,-0.736676,0.164024,-0.613301,0.829432,-0.648784,-0.2618,-1.288277,-0.201753,0.51303,0.747662,-0.036071,0.2618,0.018139,-0.143159,0.726192,-0.598969,-2.1948,0.121892,-0.142218,-0.765161,-0.171797,-1.143657,-0.724842,0.0
116,0.093916,-3.1681,0.708823,-0.183599,-0.001785,0.982908,0.013449,-0.644414,0.277161,-0.617326,0.763389,-0.600844,-0.2618,-1.227047,-0.154641,0.442027,0.8598,-0.085994,0.2618,0.035302,0.000743,0.820327,-0.486529,-2.1948,0.125141,-0.486039,-0.772178,-0.195382,-1.181305,-0.726921,0.0
117,0.076818,-3.143179,0.707496,-0.173931,-0.01029,0.98466,0.009355,-0.60849,0.339249,-0.621631,0.744305,-0.552653,-0.2618,-1.242807,-0.129069,0.381813,0.98765,-0.096189,0.2618,0.037956,0.068585,0.844637,-0.400345,-2.1948,0.174625,-0.844688,-0.820963,-0.211141,-1.356413,-0.686503,0.0
118,0.0677,-3.120632,0.707586,-0.169648,-0.012683,0.985423,0.000699,-0.607764,0.377364,-0.616682,0.734915,-0.507233,-0.2618,-1.256302,-0.113687,0.353673,1.069127,-0.102055,0.2618,0.028124,0.080727,0.829921,-0.350756,-2.1948,0.248629,-1.194426,-0.855319,-0.195674,-1.559916,-0.701765,0.0
119,0.061959,-3.098026,0.709636,-0.162624,-0.009629,0.986546,-0.013696,-0.609835,0.408975,-0.572182,0.722932,-0.469038,-0.2618,-1.240078,-0.120225,0.320937,1.113506,-0.148603,0.2618,-0.014815,0.08315,0.799213,-0.298287,-2.194791,0.288071,-1.551738,-0.816866,-0.097442,-1.721566,-0.637778,0.0
120,0.060289,-3.078387,0.712621,-0.151449,0.00461,0.988071,-0.027533,-0.592167,0.417722,-0.479759,0.716411,-0.463568,-0.2618,-1.221096,-0.154462,0.282049,1.138482,-0.205761,0.258358,-0.07929,0.046445,0.724247,-0.28941,-2.19328,0.268497,-1.845665,-0.683785,0.013192,-1.782093,-0.575457,0.0
121,0.061262,-3.056078,0.717441,-0.142474,0.020436,0.98879,-0.039729,-0.566824,0.412463,-0.387798,0.705027,-0.449007,-0.2618,-1.213067,-0.167234,0.273513,1.163106,-0.227351,0.226796,-0.146065,-0.021574,0.635672,-0.308722,-2.169998,0.247425,-2.010971,-0.55348,0.094333,-1.809966,-0.537401,0.0
122,0.064259,-3.032609,0.723867,-0.141522,0.027004,0.98832,-0.049665,-0.567552,0.403071,-0.334187,0.707295,-0.43187,-0.2618,-1.216804,-0.160253,0.248071,1.176445,-0.210013,0.182041,-0.194178,-0.10258,0.578785,-0.336029,-2.180302,0.247802,-2.043202,-0.527043,0.151717,-1.841268,-0.504471,0.0
123,0.069043,-3.013823,0.732966,-0.142442,0.032455,0.987477,-0.059548,-0.57272,0.377408,-0.279914,0.722081,-0.42596,-0.2618,-1.218568,-0.162554,0.215811,1.167433,-0.177893,0.140344,-0.247769,-0.198632,0.535567,-0.341788,-2.187872,0.232194,-1.993105,-0.533699,0.211269,-1.853767,-0.466808,0.0
124,0.077291,-2.997494,0.742639,-0.144006,0.03625,0.986195,-0.073263,-0.593143,0.336937,-0.247502,0.756832,-0.408443,-0.2618,-1.21342,-0.167881,0.195871,1.140893,-0.144383,0.128947,-0.292155,-0.305319,0.501841,-0.348494,-2.193836,0.195264,-1.876898,-0.568796,0.250711,-1.852103,-0.429807,0.0
125,0.087375,-2.98388,0.750976,-0.140928,0.040192,0.984957,-0.091562,-0.609968,0.279062,-0.249656,0.815566,-0.378667,-0.2618,-1.194668,-0.184616,0.183529,1.108388,-0.118072,0.147914,-0.328766,-0.41002,0.462268,-0.365842,-2.193568,0.158081,-1.699636,-0.620893,0.256233,-1.884387,-0.358196,0.0
126,0.099951,-2.972534,0.756138,-0.137479,0.046327,0.983657,-0.106638,-0.613668,0.215186,-0.251887,0.883909,-0.362821,-0.2618,-1.191277,-0.203044,0.178445,1.086648,-0.093744,0.161413,-0.334361,-0.514157,0.40767,-0.391362,-2.193511,0.091565,-1.504016,-0.685828,0.235858,-1.940913,-0.322814,0.0
127,0.111827,-2.963125,0.757152,-0.127947,0.055061,0.983111,-0.118705,-0.590426,0.158265,-0.236903,0.959686,-0.349439,-0.2618,-1.193706,-0.225709,0.18004,1.088238,-0.072464,0.16409,-0.326941,-0.609769,0.333298,-0.414234,-2.17747,-0.028878,-1.279363,-0.740268,0.171578,-2.010647,-0.324778,0.0
128,0.124802,-2.954098,0.753867,-0.12019,0.063776,0.982764,-0.125149,-0.563728,0.108553,-0.214479,1.041977,-0.328806,-0.2618,-1.216526,-0.237266,0.190124,1.10689,-0.058358,0.152006,-0.319135,-0.699885,0.271521,-0.416918,-2.1542,-0.109746,-1.10079,-0.760111,0.115221,-2.051781,-0.30688,0.0
129,0.136326,-2.947658,0.745946,-0.104526,0.069593,0.983658,-0.129031,-0.511795,0.067096,-0.19392,1.132349,-0.332601,-0.2618,-1.2248,-0.247711,0.196815,1.139297,-0.064298,0.141213,-0.31884,-0.763984,0.220073,-0.403199,-2.111799,-0.175513,-0.925151,-0.759492,0.062954,-2.108286,-0.268367,0.0
130,0.151098,-2.944365,0.735411,-0.091196,0.071143,0.984675,-0.130529,-0.466789,0.02945,-0.170986,1.222007,-0.330779,-0.2618,-1.238625,-0.248034,0.204672,1.167634,-0.074044,0.132006,-0.319816,-0.821734,0.18856,-0.388723,-2.071572,-0.197645,-0.802991,-0.740566,0.032032,-2.151166,-0.255422,0.0
131,0.167601,-2.941406,0.723557,-0.076011,0.067655,0.985804,-0.133552,-0.420609,0.005387,-0.147651,1.293443,-0.311725,-0.2618,-1.239373,-0.249697,0.193648,1.187186,-0.092895,0.118162,-0.322053,-0.85992,0.167554,-0.385907,-2.04114,-0.182275,-0.709772,-0.729961,0.020783,-2.189906,-0.224012,0.0
132,0.187481,-2.933953,0.714109,-0.06438,0.06059,0.986664,-0.136666,-0.391852,-0.007135,-0.13316,1.329995,-0.2552,-0.2618,-1.234078,-0.250415,0.150309,1.182874,-0.105494,0.084227,-0.324081,-0.890622,0.149163,-0.387445,-2.024052,-0.172285,-0.676755,-0.725139,0.032469,-2.1948,-0.158042,0.0
133,0.211319,-2.914172,0.710021,-0.059835,0.04896,0.987132,-0.139976,-0.397162,0.003027,-0.136359,1.304808,-0.166315,-0.261066,-1.223068,-0.232074,0.074666,1.145187,-0.083805,0.026373,-0.330862,-0.914232,0.144566,-0.398347,-2.020963,-0.15383,-0.670892,-0.709044,0.04411,-2.1948,-0.14813,0.0
134,0.246315,-2.905161,0.715223,-0.061274,0.039283,0.986458,-0.146981,-0.416658,0.039762,-0.072677,1.222487,-0.146786,-0.09411,-1.209087,-0.221418,0.027407,1.043396,0.005904,0.007462,-0.351226,-0.92936,0.149552,-0.413976,-2.035778,-0.127732,-0.682366,-0.697469,0.059928,-2.1948,-0.148313,0.0
135,0.287839,-2.901274,0.726908,-0.068165,0.030374,0.987055,-0.141962,-0.436865,0.052843,-0.02797,1.162437,-0.265274,-0.032078,-1.187649,-0.179392,0.025345,0.883124,0.171673,0.038892,-0.343318,-0.947342,0.15517,-0.43013,-2.053244,-0.141903,-0.708968,-0.699332,0.081449,-2.1948,-0.117375,0.0
136,0.332681,-2.900134,0.74371,-0.075883,0.018185,0.988873,-0.126657,-0.452847,0.055341,-0.015712,1.07146,-0.338051,-0.046171,-1.132874,-0.118014,0.0721,0.657091,0.394941,0.223013,-0.299739,-0.955572,0.168995,-0.451128,-2.073046,-0.176836,-0.733782,-0.70924,0.105639,-2.1948,-0.099234,0.0
137,0.371119,-2.873329,0.759901,-0.07941,-0.001952,0.990159,-0.115217,-0.482788,0.107544,-0.045717,0.983815,-0.362231,-0.091604,-1.046132,-0.046162,0.096432,0.493952,0.414155,0.2618,-0.247153,-0.956472,0.202167,-0.48342,-2.086736,-0.164303,-0.750255,-0.724228,0.13106,-2.1948,-0.096047,0.0
138,0.406063,-2.87672,0.778986,-0.082629,-0.010457,0.988462,-0.126517,-0.494926,0.095674,-0.045216,0.884399,-0.344901,-0.052409,-0.984973,-0.042685,0.192219,0.491302,0.240097,0.2618,-0.227375,-0.951267,0.220417,-0.513614,-2.099513,-0.146438,-0.763538,-0.761592,0.161623,-2.1948,-0.068532,0.0
139,0.443304,-2.879399,0.797665,-0.092973,-0.014559,0.986981,-0.130433,-0.524404,0.073109,-0.04065,0.787092,-0.282104,-0.017897,-0.980446,-0.051232,0.198904,0.611829,0.201871,0.2618,-0.19254,-0.947164,0.22604,-0.529426,-2.102509,-0.155382,-0.766827,-0.794027,0.194882,-2.1948,-0.05789,0.0
140,0.477934,-2.877462,0.817009,-0.103094,-0.014891,0.984396,-0.141825,-0.548493,0.042831,-0.065218,0.676439,-0.166317,-0.01795,-0.97086,-0.060271,0.19336,0.788434,0.151444,0.248948,-0.17701,-0.917299,0.225643,-0.529277,-2.102861,-0.158544,-0.745093,-0.813412,0.227315,-2.1948,-0.054198,0.0
141,0.516237,-2.865509,0.833417,-0.121002,-0.013743,0.978803,-0.164666,-0.618477,0.00743,-0.11017,0.583833,0.008401,-0.052888,-0.971665,-0.079236,0.14597,0.966309,0.100595,0.255304,-0.184827,-0.899703,0.213546,-0.522309,-2.092948,-0.134442,-0.729856,-0.829909,0.25031,-2.1948,-0.037489,0.0
142,0.558003,-2.849152,0.847732,-0.140762,-0.013486,0.96999,-0.197797,-0.69984,-0.033351,-0.177096,0.486671,0.198638,-0.199778,-0.952238,-0.119604,0.055219,1.09504,0.08657,0.2618,-0.209473,-0.891607,0.196231,-0.513566,-2.082751,-0.105877,-0.712413,-0.839072,0.248932,-2.1948,0.010882,0.0
143,0.613015,-2.860186,0.855118,-0.158403,-0.010206,0.960156,-0.230011,-0.737175,-0.073036,-0.107726,0.406253,0.200038,-0.2618,-0.935832,-0.168616,0.042181,1.166416,0.167556,0.2618,-0.231688,-0.888837,0.168101,-0.504758,-2.074485,-0.101453,-0.688849,-0.851893,0.223162,-2.1948,-0.004581,0.0
144,0.652597,-2.844371,0.853842,-0.169702,-0.013958,0.956563,-0.236631,-0.763647,-0.057188,-0.158717,0.429226,0.088781,-0.2618,-0.892312,-0.141138,0.00643,1.157565,0.312195,0.2618,-0.205287,-0.891547,0.146526,-0.495053,-2.059021,-0.108096,-0.664672,-0.864025,0.19198,-2.1948,-0.038426,0.0
145,0.688573,-2.826881,0.842841,-0.173391,-0.02071,0.95732,-0.230316,-0.805773,-4.7e-05,-0.186676,0.586404,0.009951,-0.2618,-0.820296,-0.080931,-0.009338,1.075858,0.352426,0.2618,-0.169227,-0.875944,0.139165,-0.482143,-2.052934,-0.124531,-0.637279,-0.867213,0.170593,-2.1948,-0.03067,0.0
146,0.727593,-2.825853,0.823059,-0.171854,-0.020286,0.959832,-0.220857,-0.82566,0.075262,-0.106597,0.810539,-0.080021,-0.179891,-0.72436,-0.01704,0.060785,0.94761,0.185822,0.161257,-0.149816,-0.841387,0.131372,-0.460037,-2.064316,-0.151501,-0.605317,-0.871795,0.15999,-2.1948,-0.013842,0.0
147,0.762424,-2.819802,0.799915,-0.166702,-0.023451,0.96475,-0.202284,-0.808731,0.189244,-0.057462,1.020593,-0.141046,-0.073425,-0.665113,-0.009377,0.011462,0.881365,-0.104708,0.043229,-0.138014,-0.796359,0.137374,-0.436043,-2.087309,-0.177272,-0.579767,-0.864991,0.158687,-2.1948,-0.02122,0.0
148,0.795403,-2.811635,0.774519,-0.16342,-0.027365,0.970375,-0.175834,-0.756834,0.286211,-0.055401,1.18662,-0.177601,-0.02715,-0.702054,0.011115,0.011364,0.920641,-0.321051,0.007908,-0.131225,-0.755262,0.142831,-0.419179,-2.106328,-0.193391,-0.555834,-0.849978,0.163157,-2.1948,-0.028277,0.0
149,0.82713,-2.803224,0.745689,-0.16652,-0.029736,0.974298,-0.148761,-0.677998,0.347777,-0.060113,1.297198,-0.19241,-0.013177,-0.815436,0.049858,0.065977,1.039908,-0.447302,0.004465,-0.141095,-0.713448,0.136443,-0.419055,-2.109628,-0.182925,-0.510702,-0.823369,0.163141,-2.1948,-0.013861,0.0
150,0.860808,-2.796379,0.721514,-0.171916,-0.030441,0.974941,-0.13787,-0.586381,0.37369,-0.055201,1.32956,-0.193801,0.012392,-0.933675,0.067597,0.08593,1.143472,-0.515653,-0.003306,-0.188503,-0.672934,0.11679,-0.432943,-2.086329,-0.183691,-0.44945,-0.788332,0.160242,-2.1948,0.022362,0.0
151,0.898092,-2.791908,0.705325,-0.176456,-0.029299,0.973013,-0.145779,-0.500231,0.375414,-0.040664,1.279743,-0.17767,0.005002,-1.036321,0.061792,0.098299,1.208909,-0.546803,0.001841,-0.264049,-0.632837,0.100072,-0.454598,-2.057565,-0.203277,-0.383915,-0.753764,0.155805,-2.1948,0.04733,0.0
152,0.934783,-2.790438,0.695106,-0.179189,-0.029091,0.968646,-0.169619,-0.421285,0.350221,-0.044867,1.151289,-0.150245,-0.061428,-1.136266,0.031306,0.099804,1.266337,-0.521235,0.010018,-0.351557,-0.593214,0.100925,-0.484509,-2.045919,-0.226971,-0.317756,-0.71824,0.143712,-2.1948,0.055208,0.0
